Temporada,Fecha,EquipoLocal,GolesFavL5,GolesConL5,PuntosL5,PosicionLocal,GolesFav1L5,GolesCont1L5,EquipoVisitante, GolesFavV5,GolesConV5,PuntosV5,PosicionVisitante,GolesFav1V5,GolesCon1V5,Ganador,Goles Local,Goles Visitante,Goles Local primera parte,Goles Visitante primera parte
2020-21,16/12/2020,Barcelona,14,7,10,9,7.0,2.0,Sociedad,7,4,8,8,6.0,1.0,H,2.0,1.0,2.0,1.0
2020-21,18/12/2020,Ath Bilbao,7,4,7,17,3.0,1.0,Huesca,4,9,2,16,2.0,3.0,H,2.0,0.0,0.0,0.0
2020-21,19/12/2020,Ath Madrid,10,2,11,3,4.0,1.0,Elche,7,7,7,20,3.0,3.0,H,3.0,1.0,1.0,0.0
2020-21,19/12/2020,Barcelona,8,5,9,10,5.0,3.0,Valencia,8,9,4,13,5.0,7.0,D,2.0,2.0,1.0,1.0
2020-21,19/12/2020,Levante,4,12,2,14,4.0,5.0,Sociedad,9,6,6,9,7.0,4.0,H,2.0,1.0,1.0,1.0
2020-21,19/12/2020,Osasuna,4,3,7,8,1.0,0.0,Villarreal,16,4,15,5,6.0,2.0,A,1.0,3.0,0.0,2.0
2020-21,19/12/2020,Sevilla,6,7,9,2,5.0,3.0,Valladolid,6,11,3,19,2.0,6.0,D,1.0,1.0,1.0,0.0
2020-21,20/12/2020,Celta,4,10,3,11,3.0,5.0,Alaves,7,8,6,18,4.0,5.0,H,2.0,0.0,1.0,0.0
2020-21,20/12/2020,Granada,7,8,7,6,3.0,5.0,Betis,8,3,11,1,4.0,1.0,H,2.0,0.0,2.0,0.0
2020-21,20/12/2020,Cadiz,6,2,11,7,5.0,2.0,Getafe,2,3,6,12,0.0,1.0,A,0.0,2.0,0.0,1.0
2020-21,20/12/2020,Eibar,2,9,2,20,1.0,4.0,Real Madrid,6,1,11,2,3.0,1.0,A,1.0,3.0,1.0,2.0
2020-21,22/12/2020,Elche,6,3,9,17,4.0,1.0,Osasuna,5,6,5,10,3.0,3.0,D,2.0,2.0,0.0,1.0
2020-21,22/12/2020,Valencia,6,7,6,11,2.0,5.0,Sevilla,9,4,11,4,3.0,3.0,A,0.0,1.0,0.0,0.0
2020-21,22/12/2020,Huesca,4,7,5,15,4.0,3.0,Levante,7,6,6,13,3.0,2.0,D,1.0,1.0,1.0,0.0
2020-21,22/12/2020,Sociedad,9,7,12,8,3.0,3.0,Ath Madrid,8,2,15,2,3.0,2.0,A,0.0,2.0,0.0,0.0
2020-21,22/12/2020,Valladolid,7,8,5,16,2.0,3.0,Barcelona,13,5,10,6,6.0,2.0,A,0.0,3.0,0.0,2.0
2020-21,22/12/2020,Villarreal,6,7,5,5,3.0,3.0,Ath Bilbao,4,4,6,18,2.0,3.0,D,1.0,1.0,0.0,1.0
2020-21,23/12/2020,Getafe,5,6,6,10,2.0,4.0,Celta,8,12,3,15,6.0,6.0,D,1.0,1.0,1.0,1.0
2020-21,23/12/2020,Real Madrid,13,4,13,1,9.0,2.0,Granada,8,9,4,7,3.0,5.0,H,2.0,0.0,0.0,0.0
2020-21,23/12/2020,Alaves,5,9,4,19,3.0,3.0,Eibar,3,10,1,20,2.0,5.0,H,2.0,1.0,2.0,1.0
2020-21,23/12/2020,Betis,5,10,5,4,0.0,5.0,Cadiz,3,11,1,11,2.0,7.0,H,1.0,0.0,0.0,0.0
2020-21,29/12/2020,Sevilla,6,5,9,3,1.0,2.0,Villarreal,2,9,2,6,2.0,8.0,H,2.0,0.0,1.0,0.0
2020-21,29/12/2020,Barcelona,13,3,12,5,10.0,1.0,Eibar,4,5,5,20,1.0,3.0,D,1.0,1.0,0.0,0.0
2020-21,29/12/2020,Cadiz,3,6,3,16,0.0,2.0,Valladolid,6,8,4,18,0.0,3.0,D,0.0,0.0,0.0,0.0
2020-21,29/12/2020,Levante,6,5,6,13,2.0,2.0,Betis,3,8,4,4,2.0,4.0,H,4.0,3.0,3.0,1.0
2020-21,30/12/2020,Granada,5,10,6,8,2.0,5.0,Valencia,2,6,6,14,1.0,2.0,H,2.0,1.0,1.0,1.0
2020-21,30/12/2020,Ath Madrid,5,1,11,1,2.0,0.0,Getafe,7,4,8,10,4.0,2.0,H,1.0,0.0,1.0,0.0
2020-21,30/12/2020,Celta,8,4,9,11,2.0,1.0,Huesca,3,3,5,16,1.0,1.0,H,2.0,1.0,1.0,0.0
2020-21,30/12/2020,Elche,2,3,5,17,2.0,2.0,Real Madrid,8,6,9,2,3.0,4.0,D,1.0,1.0,0.0,1.0
2020-21,31/12/2020,Ath Bilbao,6,4,10,9,2.0,2.0,Sociedad,6,4,6,7,2.0,3.0,A,0.0,1.0,0.0,1.0
2020-21,31/12/2020,Osasuna,3,11,2,12,2.0,4.0,Alaves,5,7,5,18,3.0,3.0,D,1.0,1.0,0.0,0.0
2020-21,2/1/2021,Villarreal,16,4,15,5,6.0,2.0,Levante,5,12,4,11,4.0,5.0,H,2.0,1.0,1.0,0.0
2020-21,2/1/2021,Betis,6,5,10,1,2.0,2.0,Sevilla,7,4,10,3,6.0,2.0,D,1.0,1.0,0.0,0.0
2020-21,2/1/2021,Getafe,4,2,10,13,1.0,1.0,Valladolid,7,10,4,18,2.0,7.0,A,0.0,1.0,0.0,1.0
2020-21,2/1/2021,Real Madrid,6,2,10,4,3.0,1.0,Celta,8,4,10,7,6.0,2.0,H,2.0,0.0,1.0,0.0
2020-21,3/1/2021,Ath Bilbao,8,6,9,13,4.0,1.0,Elche,3,9,4,19,3.0,1.0,H,1.0,0.0,1.0,0.0
2020-21,3/1/2021,Alaves,5,3,8,17,1.0,0.0,Ath Madrid,12,3,12,1,2.0,1.0,A,1.0,2.0,0.0,1.0
2020-21,3/1/2021,Eibar,4,5,5,20,1.0,2.0,Granada,7,11,9,8,3.0,4.0,H,2.0,0.0,0.0,0.0
2020-21,3/1/2021,Sociedad,9,3,10,7,3.0,1.0,Osasuna,4,9,6,10,1.0,4.0,D,1.0,1.0,0.0,1.0
2020-21,3/1/2021,Huesca,6,8,5,16,1.0,2.0,Barcelona,12,3,10,4,8.0,0.0,A,0.0,1.0,0.0,1.0
2020-21,4/1/2021,Valencia,3,5,6,14,2.0,2.0,Cadiz,5,6,5,15,3.0,3.0,D,1.0,1.0,0.0,0.0
2020-21,6/1/2021,Ath Bilbao,3,7,3,10,0.0,3.0,Barcelona,6,5,8,4,2.0,3.0,A,2.0,3.0,1.0,2.0
2020-21,8/1/2021,Celta,0,0,0,-1,0.0,0.0,Villarreal,0,0,0,-1,0.0,0.0,A,0.0,4.0,0.0,4.0
2020-21,9/1/2021,Sevilla,0,0,0,-1,0.0,0.0,Sociedad,0,0,0,-1,0.0,0.0,H,3.0,2.0,2.0,2.0
2020-21,9/1/2021,Granada,0,0,0,-1,0.0,0.0,Barcelona,0,0,0,-1,0.0,0.0,A,0.0,4.0,0.0,3.0
2020-21,9/1/2021,Osasuna,0,0,0,-1,0.0,0.0,Real Madrid,0,0,0,-1,0.0,0.0,D,0.0,0.0,0.0,0.0
2020-21,10/1/2021,Levante,0,0,0,-1,0.0,0.0,Eibar,0,0,0,-1,0.0,0.0,H,2.0,1.0,0.0,0.0
2020-21,10/1/2021,Cadiz,0,0,0,-1,0.0,0.0,Alaves,0,0,0,-1,0.0,0.0,H,3.0,1.0,1.0,1.0
2020-21,10/1/2021,Valladolid,0,0,0,-1,0.0,0.0,Valencia,0,0,0,-1,0.0,0.0,A,0.0,1.0,0.0,0.0
2020-21,11/1/2021,Elche,0,0,0,-1,0.0,0.0,Getafe,0,0,0,-1,0.0,0.0,A,1.0,3.0,1.0,1.0
2020-21,11/1/2021,Huesca,0,0,0,-1,0.0,0.0,Betis,0,0,0,-1,0.0,0.0,A,0.0,2.0,0.0,0.0
2020-21,12/1/2021,Granada,0,0,0,-1,0.0,0.0,Osasuna,0,0,0,-1,0.0,0.0,H,2.0,0.0,2.0,0.0
2020-21,12/1/2021,Ath Madrid,0,0,0,-1,0.0,0.0,Sevilla,0,0,0,-1,0.0,0.0,H,2.0,0.0,1.0,0.0
2020-21,19/01/2021,Cadiz,2,11,4,11,2.0,7.0,Levante,3,11,1,14,3.0,4.0,D,2.0,2.0,2.0,2.0
2020-21,19/01/2021,Valladolid,4,9,3,19,2.0,4.0,Elche,5,6,6,20,1.0,4.0,D,2.0,2.0,0.0,2.0
2020-21,19/01/2021,Alaves,6,6,7,16,3.0,2.0,Sevilla,5,6,9,4,4.0,2.0,A,1.0,2.0,1.0,2.0
2020-21,20/01/2021,Getafe,1,3,4,13,0.0,1.0,Huesca,4,6,4,14,1.0,1.0,H,1.0,0.0,0.0,0.0
2020-21,20/01/2021,Betis,5,5,8,1,0.0,1.0,Celta,4,6,7,8,2.0,3.0,H,2.0,1.0,2.0,1.0
2020-21,20/01/2021,Villarreal,10,3,15,2,5.0,0.0,Granada,5,5,9,7,2.0,3.0,D,2.0,2.0,1.0,1.0
2020-21,21/01/2021,Valencia,8,9,4,14,2.0,3.0,Osasuna,2,5,3,11,0.0,3.0,D,1.0,1.0,0.0,1.0
2020-21,21/01/2021,Eibar,3,7,2,20,2.0,4.0,Ath Madrid,11,4,10,5,5.0,2.0,A,1.0,2.0,1.0,1.0
2020-21,22/01/2021,Levante,5,6,5,13,3.0,3.0,Valladolid,3,6,3,17,1.0,3.0,D,2.0,2.0,0.0,0.0
2020-21,23/01/2021,Huesca,5,6,6,15,5.0,2.0,Villarreal,6,7,5,5,2.0,3.0,D,0.0,0.0,0.0,0.0
2020-21,23/01/2021,Sevilla,9,3,13,4,3.0,3.0,Cadiz,4,9,2,10,2.0,6.0,H,3.0,0.0,2.0,0.0
2020-21,23/01/2021,Sociedad,5,9,9,8,2.0,3.0,Betis,7,5,10,3,4.0,4.0,D,2.0,2.0,0.0,0.0
2020-21,23/01/2021,Alaves,4,10,4,19,3.0,2.0,Real Madrid,9,3,11,2,6.0,2.0,A,1.0,4.0,0.0,3.0
2020-21,24/01/2021,Osasuna,6,7,5,10,4.0,2.0,Granada,6,8,4,7,2.0,2.0,H,3.0,1.0,2.0,0.0
2020-21,24/01/2021,Elche,8,5,9,16,4.0,2.0,Barcelona,15,4,12,6,7.0,2.0,A,0.0,2.0,0.0,1.0
2020-21,24/01/2021,Celta,8,10,4,14,6.0,5.0,Eibar,3,9,1,20,2.0,5.0,D,1.0,1.0,1.0,0.0
2020-21,24/01/2021,Ath Madrid,8,1,15,3,2.0,1.0,Valencia,4,8,2,12,1.0,6.0,H,3.0,1.0,1.0,1.0
2020-21,25/01/2021,Ath Bilbao,5,4,5,18,3.0,1.0,Getafe,4,7,4,10,2.0,5.0,H,5.0,1.0,1.0,1.0
2020-21,29/01/2021,Valladolid,5,7,4,17,0.0,2.0,Huesca,3,9,2,18,0.0,3.0,A,1.0,3.0,0.0,1.0
2020-21,30/01/2021,Eibar,6,6,7,20,1.0,3.0,Sevilla,6,4,9,3,1.0,1.0,A,0.0,2.0,0.0,1.0
2020-21,30/01/2021,Real Madrid,9,5,10,2,3.0,4.0,Levante,10,7,9,13,5.0,2.0,A,1.0,2.0,1.0,1.0
2020-21,30/01/2021,Valencia,2,7,4,15,1.0,2.0,Elche,2,7,2,19,2.0,2.0,H,1.0,0.0,1.0,0.0
2020-21,30/01/2021,Villarreal,4,5,5,6,3.0,3.0,Sociedad,8,3,8,7,2.0,2.0,D,1.0,1.0,1.0,0.0
2020-21,31/01/2021,Getafe,4,5,5,11,3.0,3.0,Alaves,4,7,4,18,2.0,3.0,D,0.0,0.0,0.0,0.0
2020-21,31/01/2021,Cadiz,4,5,5,15,2.0,1.0,Ath Madrid,4,1,11,1,2.0,0.0,A,2.0,4.0,1.0,2.0
2020-21,31/01/2021,Granada,5,10,6,8,2.0,5.0,Celta,9,4,11,9,3.0,1.0,D,0.0,0.0,0.0,0.0
2020-21,31/01/2021,Barcelona,11,3,10,4,8.0,0.0,Ath Bilbao,7,4,11,10,4.0,0.0,H,2.0,1.0,1.0,0.0
2020-21,1/2/2021,Betis,3,1,3,4,2.0,0.0,Osasuna,0,0,0,-1,0.0,0.0,H,1.0,0.0,0.0,0.0
2020-21,5/2/2021,Alaves,4,5,6,15,1.0,3.0,Valladolid,2,8,1,20,1.0,2.0,H,1.0,0.0,0.0,0.0
2020-21,6/2/2021,Levante,9,8,9,13,6.0,3.0,Granada,6,8,6,9,3.0,4.0,D,2.0,2.0,1.0,1.0
2020-21,6/2/2021,Huesca,5,9,3,18,1.0,4.0,Real Madrid,9,2,13,2,4.0,0.0,A,1.0,2.0,0.0,0.0
2020-21,6/2/2021,Elche,4,3,7,17,3.0,3.0,Villarreal,8,4,8,6,6.0,1.0,D,2.0,2.0,0.0,2.0
2020-21,6/2/2021,Sevilla,5,4,7,3,3.0,1.0,Getafe,0,7,2,14,0.0,4.0,H,3.0,0.0,0.0,0.0
2020-21,7/2/2021,Sociedad,6,2,9,7,2.0,2.0,Cadiz,6,7,10,10,3.0,4.0,H,4.0,1.0,2.0,0.0
2020-21,7/2/2021,Ath Bilbao,4,8,3,11,1.0,4.0,Valencia,5,6,5,16,2.0,3.0,D,1.0,1.0,1.0,0.0
2020-21,7/2/2021,Osasuna,3,6,4,12,1.0,1.0,Eibar,3,4,5,20,1.0,3.0,H,2.0,1.0,1.0,1.0
2020-21,7/2/2021,Betis,7,8,7,5,3.0,2.0,Barcelona,12,6,12,4,4.0,3.0,A,2.0,3.0,1.0,0.0
2020-21,8/2/2021,Ath Madrid,0,0,0,-1,0.0,0.0,Celta,0,0,0,-1,0.0,0.0,D,2.0,2.0,1.0,1.0
2020-21,9/2/2021,Real Madrid,0,0,0,-1,0.0,0.0,Getafe,0,0,0,-1,0.0,0.0,H,2.0,0.0,0.0,0.0
2020-21,12/2/2021,Celta,0,0,0,-1,0.0,0.0,Elche,0,0,0,-1,0.0,0.0,H,3.0,1.0,2.0,0.0
2020-21,13/02/2021,Granada,8,4,10,5,3.0,3.0,Ath Madrid,7,5,10,2,5.0,3.0,A,1.0,2.0,0.0,0.0
2020-21,13/02/2021,Sevilla,7,5,12,3,2.0,4.0,Huesca,3,2,9,9,0.0,0.0,H,1.0,0.0,0.0,0.0
2020-21,13/02/2021,Eibar,4,3,4,13,1.0,1.0,Valladolid,4,5,3,17,2.0,2.0,D,1.0,1.0,1.0,1.0
2020-21,13/02/2021,Barcelona,7,5,4,14,3.0,2.0,Alaves,3,7,4,16,2.0,2.0,H,5.0,1.0,2.0,0.0
2020-21,14/02/2021,Getafe,3,4,4,18,1.0,2.0,Sociedad,5,7,3,14,3.0,3.0,A,0.0,1.0,0.0,1.0
2020-21,14/02/2021,Real Madrid,12,3,15,3,5.0,0.0,Valencia,8,8,5,11,3.0,5.0,H,2.0,0.0,2.0,0.0
2020-21,14/02/2021,Levante,7,8,7,6,4.0,4.0,Osasuna,7,5,10,8,2.0,2.0,A,0.0,1.0,0.0,0.0
2020-21,14/02/2021,Villarreal,5,4,5,17,1.0,1.0,Betis,6,3,9,1,2.0,2.0,A,1.0,2.0,0.0,1.0
2020-21,15/02/2021,Cadiz,4,10,4,9,0.0,7.0,Ath Bilbao,2,5,3,19,0.0,1.0,A,0.0,4.0,0.0,3.0
2020-21,17/02/2021,Levante,4,8,3,12,4.0,3.0,Ath Madrid,6,5,10,3,2.0,1.0,D,1.0,1.0,1.0,1.0
2020-21,19/02/2021,Betis,5,7,7,4,3.0,3.0,Getafe,3,2,8,15,1.0,2.0,H,1.0,0.0,0.0,0.0
2020-21,20/02/2021,Elche,5,9,4,20,3.0,3.0,Eibar,3,14,1,19,1.0,7.0,H,1.0,0.0,1.0,0.0
2020-21,20/02/2021,Ath Madrid,13,3,13,3,5.0,1.0,Levante,5,9,4,13,3.0,5.0,A,0.0,2.0,0.0,1.0
2020-21,20/02/2021,Valencia,8,11,2,15,3.0,5.0,Celta,3,7,4,8,2.0,4.0,H,2.0,0.0,0.0,0.0
2020-21,20/02/2021,Valladolid,5,6,6,16,1.0,5.0,Real Madrid,6,2,10,5,2.0,1.0,A,0.0,1.0,0.0,0.0
2020-21,21/02/2021,Barcelona,8,8,7,11,4.0,3.0,Cadiz,5,4,8,8,4.0,3.0,D,1.0,1.0,1.0,0.0
2020-21,21/02/2021,Sociedad,6,6,4,14,4.0,5.0,Alaves,3,8,3,18,2.0,5.0,H,4.0,0.0,1.0,0.0
2020-21,21/02/2021,Huesca,3,4,5,15,2.0,1.0,Granada,7,4,10,6,4.0,3.0,H,3.0,2.0,3.0,1.0
2020-21,21/02/2021,Ath Bilbao,6,5,7,17,1.0,2.0,Villarreal,10,4,13,3,6.0,1.0,D,1.0,1.0,1.0,1.0
2020-21,22/02/2021,Osasuna,6,6,6,9,3.0,4.0,Sevilla,8,5,9,5,3.0,3.0,A,0.0,2.0,0.0,1.0
2020-21,24/02/2021,Barcelona,11,3,12,6,6.0,2.0,Elche,7,6,8,16,3.0,3.0,H,3.0,0.0,0.0,0.0
2020-21,26/02/2021,Levante,6,7,4,15,2.0,4.0,Ath Bilbao,12,4,10,12,5.0,1.0,D,1.0,1.0,1.0,0.0
2020-21,27/02/2021,Eibar,3,4,5,20,2.0,4.0,Huesca,3,8,3,17,1.0,3.0,D,1.0,1.0,0.0,0.0
2020-21,27/02/2021,Sevilla,7,2,12,3,3.0,1.0,Barcelona,11,4,12,5,6.0,2.0,A,0.0,2.0,0.0,1.0
2020-21,27/02/2021,Alaves,5,3,8,16,2.0,1.0,Osasuna,7,6,7,9,3.0,1.0,A,0.0,1.0,0.0,0.0
2020-21,27/02/2021,Getafe,4,7,5,10,3.0,3.0,Valencia,4,8,2,14,2.0,3.0,H,3.0,0.0,1.0,0.0
2020-21,28/02/2021,Celta,6,5,7,13,4.0,1.0,Valladolid,3,8,3,19,1.0,3.0,D,1.0,1.0,0.0,0.0
2020-21,28/02/2021,Cadiz,2,8,2,14,0.0,3.0,Betis,3,9,4,4,2.0,3.0,A,0.0,1.0,0.0,0.0
2020-21,28/02/2021,Granada,4,13,3,8,1.0,4.0,Elche,3,9,6,18,3.0,1.0,H,2.0,1.0,1.0,1.0
2020-21,28/02/2021,Villarreal,2,7,3,6,1.0,7.0,Ath Madrid,14,4,12,2,2.0,2.0,A,0.0,2.0,0.0,1.0
2020-21,1/3/2021,Real Madrid,0,0,0,-1,0.0,0.0,Sociedad,4,1,3,5,2.0,0.0,D,1.0,1.0,0.0,0.0
2020-21,5/3/2021,Valencia,4,7,4,16,3.0,3.0,Villarreal,7,4,8,6,5.0,2.0,H,2.0,1.0,0.0,1.0
2020-21,6/3/2021,Valladolid,1,7,0,20,1.0,1.0,Getafe,0,7,2,14,0.0,3.0,H,2.0,1.0,2.0,1.0
2020-21,6/3/2021,Elche,5,5,5,17,2.0,5.0,Sevilla,6,4,7,3,2.0,1.0,H,2.0,1.0,0.0,0.0
